,,,-246.39999866E-3,415.999978781E-3,,,,,-246.39999866E-3,-116.7999953E-3,
,,,-246.19999528E-3,423.999965191E-3,,,,,-246.19999528E-3,-117.5999939E-3,
,,,-246.00000679E-3,415.999978781E-3,,,,,-246.00000679E-3,-109.6000001E-3,
,,,-245.80000341E-3,415.999978781E-3,,,,,-245.80000341E-3,-123.1999993E-3,
,,,-245.60000002E-3,423.999965191E-3,,,,,-245.60000002E-3,-107.9999954E-3,
,,,-245.39999664E-3,415.999978781E-3,,,,,-245.39999664E-3,-107.9999954E-3,
,,,-245.19999325E-3,415.999978781E-3,,,,,-245.19999325E-3,-110.3999987E-3,
,,,-245.00000477E-3,415.999978781E-3,,,,,-245.00000477E-3,-107.9999954E-3,
,,,-244.80000138E-3,415.999978781E-3,,,,,-244.80000138E-3,-114.3999994E-3,
,,,-244.59999800E-3,415.999978781E-3,,,,,-244.59999800E-3,-118.4000000E-3,
,,,-244.39999461E-3,415.999978781E-3,,,,,-244.39999461E-3,-118.4000000E-3,
,,,-244.20000613E-3,415.999978781E-3,,,,,-244.20000613E-3,-115.1999980E-3,
,,,-244.00000274E-3,415.999978781E-3,,,,,-244.00000274E-3,-111.1999974E-3,
,,,-243.79999936E-3,415.999978781E-3,,,,,-243.79999936E-3,-111.9999960E-3,
,,,-243.59999597E-3,415.999978781E-3,,,,,-243.59999597E-3,-114.3999994E-3,
,,,-243.40000749E-3,407.999962568E-3,,,,,-243.40000749E-3,-109.6000001E-3,
,,,-243.20000410E-3,415.999978781E-3,,,,,-243.20000410E-3,-116.7999953E-3,
,,,-243.00000072E-3,415.999978781E-3,,,,,-243.00000072E-3,-113.6000007E-3,
,,,-242.79999733E-3,423.999965191E-3,,,,,-242.79999733E-3,-111.1999974E-3,
,,,-242.59999394E-3,423.999965191E-3,,,,,-242.59999394E-3,-107.1999967E-3,
,,,-242.40000546E-3,415.999978781E-3,,,,,-242.40000546E-3,-116.7999953E-3,
,,,-242.20000207E-3,415.999978781E-3,,,,,-242.20000207E-3,-112.7999946E-3,
,,,-241.99999869E-3,415.999978781E-3,,,,,-241.99999869E-3,-118.4000000E-3,
,,,-241.79999530E-3,415.999978781E-3,,,,,-241.79999530E-3,-114.3999994E-3,
,,,-241.60000682E-3,423.999965191E-3,,,,,-241.60000682E-3,-115.1999980E-3,
,,,-241.40000343E-3,423.999965191E-3,,,,,-241.40000343E-3,-115.9999967E-3,
,,,-241.20000005E-3,415.999978781E-3,,,,,-241.20000005E-3,-116.7999953E-3,
,,,-240.99999666E-3,431.999981403E-3,,,,,-240.99999666E-3,-115.9999967E-3,
,,,-240.79999328E-3,415.999978781E-3,,,,,-240.79999328E-3,-121.5999946E-3,
,,,-240.60000479E-3,423.999965191E-3,,,,,-240.60000479E-3,-116.7999953E-3,
,,,-240.40000141E-3,415.999978781E-3,,,,,-240.40000141E-3,-107.1999967E-3,
,,,-240.19999802E-3,415.999978781E-3,,,,,-240.19999802E-3,-107.9999954E-3,
,,,-239.99999464E-3,439.999967813E-3,,,,,-239.99999464E-3,-116.7999953E-3,
,,,-239.80000615E-3,431.999981403E-3,,,,,-239.80000615E-3,-115.1999980E-3,
,,,-239.60000277E-3,423.999965191E-3,,,,,-239.60000277E-3,-116.7999953E-3,
,,,-239.39999938E-3,423.999965191E-3,,,,,-239.39999938E-3,-119.9999973E-3,
,,,-239.19999599E-3,407.999962568E-3,,,,,-239.19999599E-3,-116.7999953E-3,
,,,-239.00000751E-3,407.999962568E-3,,,,,-239.00000751E-3,-112.7999946E-3,
,,,-238.80000412E-3,407.999962568E-3,,,,,-238.80000412E-3,-109.6000001E-3,
,,,-238.60000074E-3,423.999965191E-3,,,,,-238.60000074E-3,-114.3999994E-3,
,,,-238.39999735E-3,399.99997616E-3,,,,,-238.39999735E-3,-123.9999980E-3,
,,,-238.19999397E-3,407.999962568E-3,,,,,-238.19999397E-3,-112.7999946E-3,
,,,-238.00000548E-3,407.999962568E-3,,,,,-238.00000548E-3,-115.1999980E-3,
,,,-237.80000210E-3,415.999978781E-3,,,,,-237.80000210E-3,-117.5999939E-3,
,,,-237.59999871E-3,383.99997354E-3,,,,,-237.59999871E-3,-123.1999993E-3,
,,,-237.39999533E-3,423.999965191E-3,,,,,-237.39999533E-3,-111.1999974E-3,
,,,-237.20000684E-3,399.99997616E-3,,,,,-237.20000684E-3,-113.6000007E-3,
,,,-237.00000346E-3,431.999981403E-3,,,,,-237.00000346E-3,-111.9999960E-3,
,,,-236.80000007E-3,423.999965191E-3,,,,,-236.80000007E-3,-119.1999987E-3,
,,,-236.59999669E-3,415.999978781E-3,,,,,-236.59999669E-3,-115.1999980E-3,
,,,-236.39999330E-3,423.999965191E-3,,,,,-236.39999330E-3,-120.7999960E-3,
,,,-236.20000482E-3,407.999962568E-3,,,,,-236.20000482E-3,-116.7999953E-3,
,,,-236.00000143E-3,431.999981403E-3,,,,,-236.00000143E-3,-112.7999946E-3,
,,,-235.79999804E-3,415.999978781E-3,,,,,-235.79999804E-3,-116.7999953E-3,
,,,-235.59999466E-3,415.999978781E-3,,,,,-235.59999466E-3,-116.7999953E-3,
,,,-235.40000618E-3,415.999978781E-3,,,,,-235.40000618E-3,-121.5999946E-3,
,,,-235.20000279E-3,415.999978781E-3,,,,,-235.20000279E-3,-112.7999946E-3,
,,,-234.99999940E-3,415.999978781E-3,,,,,-234.99999940E-3,-112.7999946E-3,
,,,-234.79999602E-3,415.999978781E-3,,,,,-234.79999602E-3,-110.3999987E-3,
,,,-234.60000753E-3,415.999978781E-3,,,,,-234.60000753E-3,-116.7999953E-3,
,,,-234.40000415E-3,415.999978781E-3,,,,,-234.40000415E-3,-115.1999980E-3,
,,,-234.20000076E-3,423.999965191E-3,,,,,-234.20000076E-3,-115.9999967E-3,
,,,-233.99999738E-3,423.999965191E-3,,,,,-233.99999738E-3,-110.3999987E-3,
,,,-233.79999399E-3,407.999962568E-3,,,,,-233.79999399E-3,-109.6000001E-3,
,,,-233.60000551E-3,415.999978781E-3,,,,,-233.60000551E-3,-113.6000007E-3,
,,,-233.40000212E-3,415.999978781E-3,,,,,-233.40000212E-3,-111.9999960E-3,
,,,-233.19999874E-3,415.999978781E-3,,,,,-233.19999874E-3,-112.7999946E-3,
,,,-232.99999535E-3,415.999978781E-3,,,,,-232.99999535E-3,-114.3999994E-3,
,,,-232.80000687E-3,415.999978781E-3,,,,,-232.80000687E-3,-109.6000001E-3,
,,,-232.60000348E-3,415.999978781E-3,,,,,-232.60000348E-3,-117.5999939E-3,
,,,-232.40000010E-3,415.999978781E-3,,,,,-232.40000010E-3,-116.7999953E-3,
,,,-232.19999671E-3,423.999965191E-3,,,,,-232.19999671E-3,-112.7999946E-3,
,,,-231.99999332E-3,399.99997616E-3,,,,,-231.99999332E-3,-116.7999953E-3,
,,,-231.80000484E-3,407.999962568E-3,,,,,-231.80000484E-3,-116.7999953E-3,
,,,-231.60000145E-3,407.999962568E-3,,,,,-231.60000145E-3,-121.5999946E-3,
,,,-231.39999807E-3,407.999962568E-3,,,,,-231.39999807E-3,-117.5999939E-3,
,,,-231.19999468E-3,415.999978781E-3,,,,,-231.19999468E-3,-119.9999973E-3,
,,,-231.00000620E-3,415.999978781E-3,,,,,-231.00000620E-3,-113.6000007E-3,
,,,-230.80000281E-3,423.999965191E-3,,,,,-230.80000281E-3,-119.9999973E-3,
,,,-230.59999943E-3,415.999978781E-3,,,,,-230.59999943E-3,-115.1999980E-3,
,,,-230.39999604E-3,407.999962568E-3,,,,,-230.39999604E-3,-119.1999987E-3,
,,,-230.20000756E-3,423.999965191E-3,,,,,-230.20000756E-3,-111.9999960E-3,
,,,-230.00000417E-3,423.999965191E-3,,,,,-230.00000417E-3,-114.3999994E-3,
,,,-229.80000079E-3,407.999962568E-3,,,,,-229.80000079E-3,-113.6000007E-3,
,,,-229.59999740E-3,399.99997616E-3,,,,,-229.59999740E-3,-108.7999940E-3,
,,,-229.39999402E-3,399.99997616E-3,,,,,-229.39999402E-3,-111.9999960E-3,
,,,-229.20000553E-3,423.999965191E-3,,,,,-229.20000553E-3,-117.5999939E-3,
,,,-229.00000215E-3,415.999978781E-3,,,,,-229.00000215E-3,-106.3999981E-3,
,,,-228.79999876E-3,407.999962568E-3,,,,,-228.79999876E-3,-112.7999946E-3,
,,,-228.59999537E-3,399.99997616E-3,,,,,-228.59999537E-3,-110.3999987E-3,
,,,-228.40000689E-3,415.999978781E-3,,,,,-228.40000689E-3,-116.7999953E-3,
,,,-228.20000350E-3,407.999962568E-3,,,,,-228.20000350E-3,-118.4000000E-3,
,,,-228.00000012E-3,415.999978781E-3,,,,,-228.00000012E-3,-118.4000000E-3,
,,,-227.79999673E-3,391.99995995E-3,,,,,-227.79999673E-3,-119.9999973E-3,
,,,-227.59999335E-3,423.999965191E-3,,,,,-227.59999335E-3,-115.9999967E-3,
,,,-227.40000486E-3,431.999981403E-3,,,,,-227.40000486E-3,-114.3999994E-3,
,,,-227.20000148E-3,455.999970436E-3,,,,,-227.20000148E-3,-111.1999974E-3,
,,,-226.99999809E-3,431.999981403E-3,,,,,-226.99999809E-3,-120.7999960E-3,
,,,-226.79999471E-3,423.999965191E-3,,,,,-226.79999471E-3,-115.1999980E-3,
,,,-226.60000622E-3,415.999978781E-3,,,,,-226.60000622E-3,-119.9999973E-3,
,,,-226.40000284E-3,431.999981403E-3,,,,,-226.40000284E-3,-114.3999994E-3,
,,,-226.19999945E-3,407.999962568E-3,,,,,-226.19999945E-3,-111.1999974E-3,
,,,-225.99999607E-3,415.999978781E-3,,,,,-225.99999607E-3,-115.9999967E-3,
,,,-225.80000758E-3,415.999978781E-3,,,,,-225.80000758E-3,-112.7999946E-3,
,,,-225.60000420E-3,415.999978781E-3,,,,,-225.60000420E-3,-116.7999953E-3,
,,,-225.40000081E-3,423.999965191E-3,,,,,-225.40000081E-3,-120.7999960E-3,
,,,-225.19999743E-3,415.999978781E-3,,,,,-225.19999743E-3,-116.7999953E-3,
,,,-224.99999404E-3,415.999978781E-3,,,,,-224.99999404E-3,-115.1999980E-3,
,,,-224.80000556E-3,431.999981403E-3,,,,,-224.80000556E-3,-115.9999967E-3,
,,,-224.60000217E-3,423.999965191E-3,,,,,-224.60000217E-3,-111.9999960E-3,
,,,-224.39999878E-3,439.999967813E-3,,,,,-224.39999878E-3,-111.9999960E-3,
,,,-224.19999540E-3,447.999954224E-3,,,,,-224.19999540E-3,-116.7999953E-3,
,,,-224.00000691E-3,455.999970436E-3,,,,,-224.00000691E-3,-113.6000007E-3,
,,,-223.80000353E-3,463.999956846E-3,,,,,-223.80000353E-3,-116.7999953E-3,
,,,-223.60000014E-3,479.999959469E-3,,,,,-223.60000014E-3,-109.6000001E-3,
,,,-223.39999676E-3,479.999959469E-3,,,,,-223.39999676E-3,-107.1999967E-3,
,,,-223.19999337E-3,487.999975681E-3,,,,,-223.19999337E-3,-111.1999974E-3,
,,,-223.00000489E-3,503.999948502E-3,,,,,-223.00000489E-3,-111.9999960E-3,
,,,-222.80000150E-3,511.999964714E-3,,,,,-222.80000150E-3,-112.7999946E-3,
,,,-222.59999812E-3,511.999964714E-3,,,,,-222.59999812E-3,-116.7999953E-3,
,,,-222.39999473E-3,519.999980927E-3,,,,,-222.39999473E-3,-108.7999940E-3,
,,,-222.20000625E-3,527.999937534E-3,,,,,-222.20000625E-3,-105.5999994E-3,
,,,-222.00000286E-3,527.999937534E-3,,,,,-222.00000286E-3,-115.9999967E-3,
,,,-221.79999948E-3,551.999986172E-3,,,,,-221.79999948E-3,-116.7999953E-3,
,,,-221.59999609E-3,551.999986172E-3,,,,,-221.59999609E-3,-107.1999967E-3,
,,,-221.40000761E-3,567.999958992E-3,,,,,-221.40000761E-3,-111.1999974E-3,
,,,-221.20000422E-3,567.999958992E-3,,,,,-221.20000422E-3,-109.6000001E-3,
,,,-221.00000083E-3,575.999975204E-3,,,,,-221.00000083E-3,-111.1999974E-3,
,,,-220.79999745E-3,583.999931812E-3,,,,,-220.79999745E-3,-110.3999987E-3,
,,,-220.59999406E-3,591.999948025E-3,,,,,-220.59999406E-3,-105.5999994E-3,
,,,-220.40000558E-3,599.999964237E-3,,,,,-220.40000558E-3,-104.8000008E-3,
,,,-220.20000219E-3,599.999964237E-3,,,,,-220.20000219E-3,-116.7999953E-3,
,,,-219.99999881E-3,615.999937057E-3,,,,,-219.99999881E-3,-107.1999967E-3,
,,,-219.79999542E-3,623.999953270E-3,,,,,-219.79999542E-3,-107.9999954E-3,
,,,-219.60000694E-3,615.999937057E-3,,,,,-219.60000694E-3,-102.3999974E-3,
,,,-219.40000355E-3,623.999953270E-3,,,,,-219.40000355E-3,-107.9999954E-3,
,,,-219.20000017E-3,631.999969482E-3,,,,,-219.20000017E-3,-102.3999974E-3,
,,,-218.99999678E-3,647.999942303E-3,,,,,-218.99999678E-3,-107.1999967E-3,
,,,-218.79999340E-3,639.999985695E-3,,,,,-218.79999340E-3,-107.9999954E-3,
,,,-218.60000491E-3,639.999985695E-3,,,,,-218.60000491E-3,-104.8000008E-3,
,,,-218.40000153E-3,679.999947548E-3,,,,,-218.40000153E-3,-112.7999946E-3,
,,,-218.19999814E-3,631.999969482E-3,,,,,-218.19999814E-3,-113.6000007E-3,
,,,-217.99999475E-3,631.999969482E-3,,,,,-217.99999475E-3,-105.5999994E-3,
,,,-217.80000627E-3,687.999963760E-3,,,,,-217.80000627E-3,-102.3999974E-3,
,,,-217.60000288E-3,663.999974728E-3,,,,,-217.60000288E-3,-113.6000007E-3,
,,,-217.39999950E-3,687.999963760E-3,,,,,-217.39999950E-3,-111.9999960E-3,
,,,-217.19999611E-3,639.999985695E-3,,,,,-217.19999611E-3,-104.8000008E-3,
,,,-217.00000763E-3,695.999979973E-3,,,,,-217.00000763E-3,-107.1999967E-3,
,,,-216.80000424E-3,655.999958515E-3,,,,,-216.80000424E-3,-104.8000008E-3,
,,,-216.60000086E-3,639.999985695E-3,,,,,-216.60000086E-3,-107.9999954E-3,
,,,-216.39999747E-3,647.999942303E-3,,,,,-216.39999747E-3,-114.3999994E-3,
,,,-216.19999409E-3,631.999969482E-3,,,,,-216.19999409E-3,-113.6000007E-3,
,,,-216.00000560E-3,639.999985695E-3,,,,,-216.00000560E-3,-104.8000008E-3,
,,,-215.80000222E-3,639.999985695E-3,,,,,-215.80000222E-3,-108.7999940E-3,
,,,-215.59999883E-3,639.999985695E-3,,,,,-215.59999883E-3,-111.9999960E-3,
,,,-215.39999545E-3,631.999969482E-3,,,,,-215.39999545E-3,-104.8000008E-3,
,,,-215.20000696E-3,623.999953270E-3,,,,,-215.20000696E-3,-109.6000001E-3,
,,,-215.00000358E-3,623.999953270E-3,,,,,-215.00000358E-3,-107.1999967E-3,
,,,-214.80000019E-3,615.999937057E-3,,,,,-214.80000019E-3,-109.6000001E-3,
,,,-214.59999681E-3,623.999953270E-3,,,,,-214.59999681E-3,-106.3999981E-3,
,,,-214.40000832E-3,615.999937057E-3,,,,,-214.40000832E-3,-107.1999967E-3,
,,,-214.20000494E-3,607.999980450E-3,,,,,-214.20000494E-3,-106.3999981E-3,
,,,-214.00000155E-3,615.999937057E-3,,,,,-214.00000155E-3,-108.7999940E-3,
,,,-213.79999816E-3,607.999980450E-3,,,,,-213.79999816E-3,-108.7999940E-3,
,,,-213.59999478E-3,599.999964237E-3,,,,,-213.59999478E-3,-107.9999954E-3,
,,,-213.40000629E-3,599.999964237E-3,,,,,-213.40000629E-3,-110.3999987E-3,
,,,-213.20000291E-3,599.999964237E-3,,,,,-213.20000291E-3,-110.3999987E-3,
,,,-212.99999952E-3,591.999948025E-3,,,,,-212.99999952E-3,-107.1999967E-3,
,,,-212.79999614E-3,591.999948025E-3,,,,,-212.79999614E-3,-109.6000001E-3,
,,,-212.60000765E-3,583.999931812E-3,,,,,-212.60000765E-3,-107.1999967E-3,
,,,-212.40000427E-3,583.999931812E-3,,,,,-212.40000427E-3,-107.1999967E-3,
,,,-212.20000088E-3,583.999931812E-3,,,,,-212.20000088E-3,-110.3999987E-3,
,,,-211.99999750E-3,583.999931812E-3,,,,,-211.99999750E-3,-115.9999967E-3,
,,,-211.79999411E-3,591.999948025E-3,,,,,-211.79999411E-3,-107.9999954E-3,
,,,-211.60000563E-3,583.999931812E-3,,,,,-211.60000563E-3,-116.7999953E-3,
,,,-211.40000224E-3,567.999958992E-3,,,,,-211.40000224E-3,-112.7999946E-3,
,,,-211.19999886E-3,575.999975204E-3,,,,,-211.19999886E-3,-112.7999946E-3,
,,,-210.99999547E-3,583.999931812E-3,,,,,-210.99999547E-3,-114.3999994E-3,
,,,-210.80000699E-3,575.999975204E-3,,,,,-210.80000699E-3,-111.1999974E-3,
,,,-210.60000360E-3,567.999958992E-3,,,,,-210.60000360E-3,-111.1999974E-3,
,,,-210.40000021E-3,567.999958992E-3,,,,,-210.40000021E-3,-108.7999940E-3,
,,,-210.19999683E-3,575.999975204E-3,,,,,-210.19999683E-3,-111.9999960E-3,
,,,-210.00000834E-3,567.999958992E-3,,,,,-210.00000834E-3,-111.9999960E-3,
,,,-209.80000496E-3,567.999958992E-3,,,,,-209.80000496E-3,-112.7999946E-3,
,,,-209.60000157E-3,559.999942780E-3,,,,,-209.60000157E-3,-116.7999953E-3,
,,,-209.39999819E-3,551.999986172E-3,,,,,-209.39999819E-3,-113.6000007E-3,
,,,-209.19999480E-3,543.999969959E-3,,,,,-209.19999480E-3,-112.7999946E-3,
,,,-209.00000632E-3,559.999942780E-3,,,,,-209.00000632E-3,-112.7999946E-3,
,,,-208.80000293E-3,527.999937534E-3,,,,,-208.80000293E-3,-107.9999954E-3,
,,,-208.59999955E-3,575.999975204E-3,,,,,-208.59999955E-3,-112.7999946E-3,
,,,-208.39999616E-3,543.999969959E-3,,,,,-208.39999616E-3,-108.7999940E-3,
,,,-208.20000768E-3,519.999980927E-3,,,,,-208.20000768E-3,-105.5999994E-3,
,,,-208.00000429E-3,559.999942780E-3,,,,,-208.00000429E-3,-115.1999980E-3,
,,,-207.80000091E-3,519.999980927E-3,,,,,-207.80000091E-3,-108.7999940E-3,
,,,-207.59999752E-3,567.999958992E-3,,,,,-207.59999752E-3,-108.7999940E-3,
,,,-207.39999413E-3,527.999937534E-3,,,,,-207.39999413E-3,-114.3999994E-3,
,,,-207.20000565E-3,543.999969959E-3,,,,,-207.20000565E-3,-107.1999967E-3,
,,,-207.00000226E-3,519.999980927E-3,,,,,-207.00000226E-3,-110.3999987E-3,
,,,-206.79999888E-3,527.999937534E-3,,,,,-206.79999888E-3,-111.1999974E-3,
,,,-206.59999549E-3,519.999980927E-3,,,,,-206.59999549E-3,-117.5999939E-3,
,,,-206.40000701E-3,527.999937534E-3,,,,,-206.40000701E-3,-111.9999960E-3,
,,,-206.20000362E-3,527.999937534E-3,,,,,-206.20000362E-3,-111.1999974E-3,
,,,-206.00000024E-3,535.999953747E-3,,,,,-206.00000024E-3,-112.7999946E-3,
,,,-205.79999685E-3,519.999980927E-3,,,,,-205.79999685E-3,-116.7999953E-3,
,,,-205.60000837E-3,527.999937534E-3,,,,,-205.60000837E-3,-111.1999974E-3,
,,,-205.40000498E-3,519.999980927E-3,,,,,-205.40000498E-3,-115.9999967E-3,
,,,-205.20000160E-3,519.999980927E-3,,,,,-205.20000160E-3,-107.1999967E-3,
,,,-204.99999821E-3,519.999980927E-3,,,,,-204.99999821E-3,-111.9999960E-3,
,,,-204.79999483E-3,519.999980927E-3,,,,,-204.79999483E-3,-116.7999953E-3,
,,,-204.60000634E-3,519.999980927E-3,,,,,-204.60000634E-3,-112.7999946E-3,
,,,-204.40000296E-3,519.999980927E-3,,,,,-204.40000296E-3,-115.1999980E-3,
,,,-204.19999957E-3,511.999964714E-3,,,,,-204.19999957E-3,-110.3999987E-3,
,,,-203.99999619E-3,511.999964714E-3,,,,,-203.99999619E-3,-107.9999954E-3,
,,,-203.80000770E-3,511.999964714E-3,,,,,-203.80000770E-3,-111.1999974E-3,
,,,-203.60000432E-3,503.999948502E-3,,,,,-203.60000432E-3,-111.1999974E-3,
,,,-203.40000093E-3,503.999948502E-3,,,,,-203.40000093E-3,-115.1999980E-3,
,,,-203.19999754E-3,511.999964714E-3,,,,,-203.19999754E-3,-115.9999967E-3,
,,,-202.99999416E-3,503.999948502E-3,,,,,-202.99999416E-3,-110.3999987E-3,
,,,-202.80000567E-3,503.999948502E-3,,,,,-202.80000567E-3,-111.1999974E-3,
,,,-202.60000229E-3,511.999964714E-3,,,,,-202.60000229E-3,-110.3999987E-3,
,,,-202.39999890E-3,503.999948502E-3,,,,,-202.39999890E-3,-110.3999987E-3,
,,,-202.19999552E-3,495.999962091E-3,,,,,-202.19999552E-3,-111.1999974E-3,
,,,-202.00000703E-3,503.999948502E-3,,,,,-202.00000703E-3,-114.3999994E-3,
,,,-201.80000365E-3,503.999948502E-3,,,,,-201.80000365E-3,-113.6000007E-3,
,,,-201.60000026E-3,495.999962091E-3,,,,,-201.60000026E-3,-107.1999967E-3,
,,,-201.39999688E-3,495.999962091E-3,,,,,-201.39999688E-3,-110.3999987E-3,
,,,-201.20000839E-3,495.999962091E-3,,,,,-201.20000839E-3,-112.7999946E-3,
,,,-201.00000501E-3,495.999962091E-3,,,,,-201.00000501E-3,-107.1999967E-3,
,,,-200.80000162E-3,487.999975681E-3,,,,,-200.80000162E-3,-107.1999967E-3,
,,,-200.59999824E-3,495.999962091E-3,,,,,-200.59999824E-3,-111.9999960E-3,
,,,-200.39999485E-3,487.999975681E-3,,,,,-200.39999485E-3,-115.1999980E-3,
,,,-200.20000637E-3,495.999962091E-3,,,,,-200.20000637E-3,-116.7999953E-3,
,,,-200.00000298E-3,495.999962091E-3,,,,,-200.00000298E-3,-111.9999960E-3,
,,,-199.79999959E-3,487.999975681E-3,,,,,-199.79999959E-3,-111.1999974E-3,
,,,-199.59999621E-3,487.999975681E-3,,,,,-199.59999621E-3,-113.6000007E-3,
,,,-199.40000772E-3,455.999970436E-3,,,,,-199.40000772E-3,-107.9999954E-3,
,,,-199.20000434E-3,503.999948502E-3,,,,,-199.20000434E-3,-107.1999967E-3,
,,,-199.00000095E-3,463.999956846E-3,,,,,-199.00000095E-3,-113.6000007E-3,
,,,-198.79999757E-3,503.999948502E-3,,,,,-198.79999757E-3,-107.1999967E-3,
,,,-198.59999418E-3,503.999948502E-3,,,,,-198.59999418E-3,-115.1999980E-3,
,,,-198.40000570E-3,487.999975681E-3,,,,,-198.40000570E-3,-111.1999974E-3,
,,,-198.20000231E-3,495.999962091E-3,,,,,-198.20000231E-3,-115.1999980E-3,
,,,-197.99999893E-3,447.999954224E-3,,,,,-197.99999893E-3,-119.1999987E-3,
,,,-197.79999554E-3,503.999948502E-3,,,,,-197.79999554E-3,-105.5999994E-3,
,,,-197.60000706E-3,487.999975681E-3,,,,,-197.60000706E-3,-116.7999953E-3,
,,,-197.40000367E-3,463.999956846E-3,,,,,-197.40000367E-3,-115.9999967E-3,
,,,-197.20000029E-3,471.999973059E-3,,,,,-197.20000029E-3,-115.1999980E-3,
,,,-196.99999690E-3,487.999975681E-3,,,,,-196.99999690E-3,-111.1999974E-3,
,,,-196.80000842E-3,455.999970436E-3,,,,,-196.80000842E-3,-111.9999960E-3,
,,,-196.60000503E-3,471.999973059E-3,,,,,-196.60000503E-3,-116.7999953E-3,
,,,-196.40000165E-3,471.999973059E-3,,,,,-196.40000165E-3,-111.1999974E-3,
,,,-196.19999826E-3,471.999973059E-3,,,,,-196.19999826E-3,-117.5999939E-3,
,,,-195.99999487E-3,463.999956846E-3,,,,,-195.99999487E-3,-114.3999994E-3,
,,,-195.80000639E-3,479.999959469E-3,,,,,-195.80000639E-3,-116.7999953E-3,
,,,-195.60000300E-3,471.999973059E-3,,,,,-195.60000300E-3,-111.1999974E-3,
,,,-195.39999962E-3,463.999956846E-3,,,,,-195.39999962E-3,-115.9999967E-3,
,,,-195.19999623E-3,471.999973059E-3,,,,,-195.19999623E-3,-111.9999960E-3,
,,,-195.00000775E-3,471.999973059E-3,,,,,-195.00000775E-3,-111.9999960E-3,
,,,-194.80000436E-3,463.999956846E-3,,,,,-194.80000436E-3,-109.6000001E-3,
,,,-194.60000098E-3,471.999973059E-3,,,,,-194.60000098E-3,-111.1999974E-3,
,,,-194.39999759E-3,463.999956846E-3,,,,,-194.39999759E-3,-113.6000007E-3,
,,,-194.19999421E-3,463.999956846E-3,,,,,-194.19999421E-3,-110.3999987E-3,
,,,-194.00000572E-3,463.999956846E-3,,,,,-194.00000572E-3,-111.1999974E-3,
,,,-193.80000234E-3,463.999956846E-3,,,,,-193.80000234E-3,-113.6000007E-3,
,,,-193.59999895E-3,463.999956846E-3,,,,,-193.59999895E-3,-112.7999946E-3,
,,,-193.39999557E-3,463.999956846E-3,,,,,-193.39999557E-3,-115.1999980E-3,
,,,-193.20000708E-3,463.999956846E-3,,,,,-193.20000708E-3,-115.1999980E-3,
,,,-193.00000370E-3,463.999956846E-3,,,,,-193.00000370E-3,-113.6000007E-3,
,,,-192.80000031E-3,463.999956846E-3,,,,,-192.80000031E-3,-118.4000000E-3,
,,,-192.59999692E-3,455.999970436E-3,,,,,-192.59999692E-3,-116.7999953E-3,
,,,-192.40000844E-3,455.999970436E-3,,,,,-192.40000844E-3,-111.9999960E-3,
,,,-192.20000505E-3,463.999956846E-3,,,,,-192.20000505E-3,-112.7999946E-3,
,,,-192.00000167E-3,455.999970436E-3,,,,,-192.00000167E-3,-117.5999939E-3,
