-1.552104999999999940e-05,-1.813351000000000059e-09,0.000000000000000000e+00
-1.482964000000000054e-05,-5.541733000000000182e-09,4.809689999999999799e-02
-1.630782999999999866e-05,-2.052911000000000005e-09,9.621535999999999977e-02
-1.540184000000000160e-05,-4.157845999999999623e-09,1.443580999999999892e-01
-1.654625000000000103e-05,-4.274806999999999919e-09,1.924530999999999881e-01
-1.621246000000000164e-05,-2.164415999999999818e-09,2.405819999999999903e-01
-1.699925000000000161e-05,-5.663424000000000315e-09,2.887099000000000193e-01
-1.583099000000000070e-05,-1.650369000000000053e-09,3.368173999999999890e-01
-1.676082999999999924e-05,-4.503635999999999936e-09,3.849367000000000205e-01
-1.847743999999999973e-05,-4.059802000000000205e-09,4.330859000000000236e-01
-1.664162000000000144e-05,-2.233173000000000184e-09,4.812058000000000169e-01
-1.723765999999999989e-05,-5.719993999999999842e-09,5.293236000000000052e-01
-1.492500000000000025e-05,-1.156513000000000099e-09,5.774561000000000277e-01
-1.599789000000000075e-05,-4.214598000000000091e-09,6.256287999999999849e-01
-1.688004000000000042e-05,-3.310561000000000103e-09,6.737623000000000362e-01
-1.718997999999999834e-05,-2.621527000000000019e-09,7.218883999999999856e-01
-1.573563000000000099e-05,-5.411856999999999833e-09,7.700234999999999719e-01
-1.630782999999999866e-05,-1.386069999999999950e-09,8.181367000000000500e-01
-1.609325000000000046e-05,-5.303809000000000208e-09,8.662531999999999455e-01
-1.645088000000000062e-05,-2.820707000000000153e-09,9.143736000000000086e-01
-1.616478000000000009e-05,-3.279456000000000137e-09,9.625124000000000457e-01
-1.862049000000000169e-05,-5.360015999999999826e-09,1.010644000000000098e+00
-1.571177999999999952e-05,-1.454099999999999973e-09,1.058764999999999956e+00
-1.690388000000000120e-05,-5.681250000000000001e-09,1.106891999999999987e+00
-1.542567999999999899e-05,-2.403612999999999856e-09,1.155014999999999903e+00
-1.606940999999999968e-05,-3.470995000000000172e-09,1.203148000000000106e+00
-1.688004000000000042e-05,-4.982576000000000352e-09,1.251266999999999907e+00
-1.637936000000000169e-05,-1.682383000000000062e-09,1.299417999999999962e+00
-1.528263000000000042e-05,-5.161382000000000034e-09,1.347561999999999927e+00
-1.561641999999999981e-05,-1.422995000000000006e-09,1.395678999999999892e+00
-1.564026000000000058e-05,-2.746128000000000094e-09,1.443799000000000055e+00
