0.000000 	 -1.29E-7
0.010000 	 -8.21611E-8
0.020000 	 -3.09536E-8
0.030000 	 -1.43399E-8
0.040000 	 3.58397E-8
0.050000 	 6.49291E-8
0.060000 	 9.24916E-8
0.070000 	 1.0979E-7
0.080000 	 1.43318E-7
0.090000 	 1.65124E-7
0.100000 	 1.82783E-7
0.110000 	 2.01879E-7
0.120000 	 2.18355E-7
0.130000 	 2.37009E-7
0.140000 	 2.51323E-7
0.150000 	 2.67729E-7
0.160000 	 2.81172E-7
0.170000 	 2.98424E-7
0.180000 	 3.12035E-7
0.190000 	 3.27796E-7
0.200000 	 3.43321E-7
0.210000 	 3.5779E-7
0.220000 	 3.75343E-7
0.230000 	 3.89261E-7
0.240000 	 4.05324E-7
0.250000 	 4.21544E-7
0.260000 	 4.40199E-7
0.270000 	 4.56067E-7
0.280000 	 4.71809E-7
0.290000 	 4.86676E-7
0.300000 	 5.05392E-7
0.310000 	 5.23219E-7
0.320000 	 5.42695E-7
0.330000 	 5.58359E-7
0.340000 	 5.80808E-7
0.350000 	 6.03784E-7
0.360000 	 6.27567E-7
0.370000 	 6.53538E-7
0.380000 	 6.77161E-7
0.390000 	 7.05636E-7
0.400000 	 7.3899E-7
0.410000 	 7.72655E-7
0.420000 	 8.10939E-7
0.430000 	 8.5752E-7
0.440000 	 9.16275E-7
0.450000 	 1.01331E-6
0.460000 	 1.19221E-6
0.470000 	 1.49936E-6
0.480000 	 2.04239E-6
0.490000 	 2.77996E-6
0.500000 	 3.61419E-6
0.510000 	 4.54516E-6
0.520000 	 5.58678E-6
0.530000 	 6.74338E-6
0.540000 	 7.99899E-6
0.550000 	 9.36607E-6
0.560000 	 1.0863E-5
0.570000 	 1.23025E-5
0.580000 	 1.38512E-5
0.590000 	 1.54588E-5
0.600000 	 1.70664E-5
0.610000 	 1.86814E-5
0.620000 	 2.02896E-5
0.630000 	 2.1939E-5
0.640000 	 2.35539E-5
0.650000 	 2.51464E-5
0.660000 	 2.67368E-5
0.670000 	 2.82582E-5
0.680000 	 2.98194E-5
0.690000 	 3.13309E-5
0.700000 	 3.28017E-5
0.710000 	 3.42234E-5
0.720000 	 3.55823E-5
0.730000 	 3.69224E-5
0.740000 	 3.8149E-5
0.750000 	 3.9388E-5
0.760000 	 4.05824E-5
0.770000 	 4.16443E-5
0.780000 	 4.25989E-5
0.790000 	 4.35879E-5
0.800000 	 4.45027E-5
0.790000 	 4.41801E-5
0.780000 	 4.41484E-5
0.770000 	 4.40308E-5
0.760000 	 4.38777E-5
0.750000 	 4.37621E-5
0.740000 	 4.35257E-5
0.730000 	 4.31924E-5
0.720000 	 4.28362E-5
