0.000000 	 -1.10653E-7
0.010000 	 -7.23828E-8
0.020000 	 -3.69881E-8
0.030000 	 -1.75567E-8
0.040000 	 -2.61073E-8
0.050000 	 -9.70491E-9
0.060000 	 7.15121E-9
0.070000 	 1.1064E-8
0.080000 	 3.88991E-8
0.090000 	 4.76768E-8
0.100000 	 5.55023E-8
0.110000 	 6.29967E-8
0.120000 	 7.03637E-8
0.130000 	 7.75535E-8
0.140000 	 8.45913E-8
0.150000 	 9.19483E-8
0.160000 	 9.90802E-8
0.170000 	 9.9215E-8
0.180000 	 1.18856E-7
0.190000 	 1.27514E-7
0.200000 	 1.36152E-7
0.210000 	 1.46464E-7
0.220000 	 1.56079E-7
0.230000 	 1.67214E-7
0.240000 	 1.78033E-7
0.250000 	 1.89294E-7
0.260000 	 2.01039E-7
0.270000 	 2.13454E-7
0.280000 	 2.27504E-7
0.290000 	 2.41557E-7
0.300000 	 2.58984E-7
0.310000 	 2.77377E-7
0.320000 	 3.00168E-7
0.330000 	 3.27062E-7
0.340000 	 3.63239E-7
0.350000 	 4.10146E-7
0.360000 	 4.78119E-7
0.370000 	 5.76288E-7
0.380000 	 7.23214E-7
0.390000 	 9.4416E-7
0.400000 	 1.26737E-6
0.410000 	 1.67551E-6
0.420000 	 2.25086E-6
0.430000 	 2.94712E-6
0.440000 	 3.79981E-6
0.450000 	 4.81636E-6
0.460000 	 5.95762E-6
0.470000 	 7.24097E-6
0.480000 	 8.68363E-6
0.490000 	 1.02675E-5
0.500000 	 1.19025E-5
0.510000 	 1.36912E-5
0.520000 	 1.56111E-5
0.530000 	 1.7613E-5
0.540000 	 1.96883E-5
0.550000 	 2.18836E-5
0.560000 	 2.41093E-5
0.570000 	 2.6444E-5
0.580000 	 2.88067E-5
0.590000 	 3.12049E-5
0.600000 	 3.36076E-5
0.610000 	 3.60117E-5
0.620000 	 3.84307E-5
0.630000 	 4.08157E-5
0.640000 	 4.31607E-5
0.650000 	 4.54627E-5
0.660000 	 4.77072E-5
0.670000 	 4.99154E-5
0.680000 	 5.20607E-5
0.690000 	 5.40631E-5
0.700000 	 5.60139E-5
0.710000 	 5.79324E-5
0.720000 	 5.96356E-5
0.730000 	 6.13235E-5
0.740000 	 6.2928E-5
0.750000 	 6.43843E-5
0.760000 	 6.56862E-5
0.770000 	 6.69398E-5
0.780000 	 6.80977E-5
0.790000 	 6.91026E-5
0.800000 	 7.00859E-5
0.790000 	 6.97956E-5
0.780000 	 6.98453E-5
0.770000 	 6.98824E-5
0.760000 	 6.98855E-5
0.750000 	 6.9846E-5
0.740000 	 6.9809E-5
0.730000 	 6.96955E-5
0.720000 	 6.96162E-5
0.710000 	 6.93641E-5
0.700000 	 6.91861E-5
0.690000 	 6.88668E-5
0.680000 	 6.84547E-5
0.670000 	 6.79938E-5
0.660000 	 6.74914E-5
0.650000 	 6.69284E-5
0.640000 	 6.61986E-5
0.630000 	 6.54858E-5
0.620000 	 6.46224E-5
0.610000 	 6.36484E-5
0.600000 	 6.26374E-5
0.590000 	 6.15277E-5
0.580000 	 6.03499E-5
0.570000 	 5.90439E-5
0.560000 	 5.76642E-5
0.550000 	 5.62093E-5
0.540000 	 5.46607E-5
0.530000 	 5.30574E-5
0.520000 	 5.13849E-5
0.510000 	 4.96236E-5
0.500000 	 4.78241E-5
0.490000 	 4.5969E-5
0.480000 	 4.40605E-5
0.470000 	 4.21126E-5
0.460000 	 4.00546E-5
0.450000 	 3.7989E-5
0.440000 	 3.59769E-5
0.430000 	 3.38908E-5
0.420000 	 3.17462E-5
0.410000 	 2.96952E-5
0.400000 	 2.76265E-5
0.390000 	 2.56085E-5
0.380000 	 2.36224E-5
0.370000 	 2.16428E-5
0.360000 	 1.97124E-5
0.350000 	 1.78883E-5
0.340000 	 1.61468E-5
0.330000 	 1.44279E-5
0.320000 	 1.28392E-5
0.310000 	 1.13639E-5
0.300000 	 9.97029E-6
0.290000 	 8.68937E-6
0.280000 	 7.50173E-6
0.270000 	 6.42676E-6
0.260000 	 5.47585E-6
0.250000 	 4.61885E-6
0.240000 	 3.85456E-6
0.230000 	 3.19809E-6
0.220000 	 2.61239E-6
0.210000 	 2.12037E-6
0.200000 	 1.70086E-6
0.190000 	 1.34014E-6
0.180000 	 1.04391E-6
0.170000 	 8.04613E-7
0.160000 	 5.88808E-7
0.150000 	 4.21963E-7
0.140000 	 2.88655E-7
0.130000 	 1.73371E-7
0.120000 	 1.02419E-7
0.110000 	 3.3178E-8
0.100000 	 -3.37083E-8
0.090000 	 -7.60731E-8
0.080000 	 -9.88768E-8
0.070000 	 -1.35869E-7
0.060000 	 -1.5408E-7
0.050000 	 -1.66693E-7
0.040000 	 -1.75757E-7
0.030000 	 -1.82462E-7
0.020000 	 -1.87236E-7
0.010000 	 -1.90409E-7
0.000000 	 -1.93131E-7
-0.010000 	 -1.96097E-7
-0.020000 	 -1.98735E-7
-0.030000 	 -2.02085E-7
-0.040000 	 -2.06411E-7
-0.050000 	 -2.1246E-7
-0.060000 	 -2.21164E-7
-0.070000 	 -2.33266E-7
