1.480579000000000076e-05,1.264815999999999988e-08,0.000000000000000000e+00
1.537800000000000083e-05,1.722037000000000016e-08,4.809294000000000069e-02
1.468657999999999958e-05,1.189892000000000051e-08,9.618008000000000113e-02
1.606940999999999968e-05,1.479111000000000022e-08,1.442589999999999983e-01
1.070498999999999930e-05,1.344123999999999979e-08,1.923283000000000076e-01
1.595019999999999850e-05,1.014977999999999925e-08,2.404216999999999882e-01
1.537800000000000083e-05,1.410135000000000073e-08,2.884663000000000088e-01
1.437663999999999997e-05,9.839278000000000565e-09,3.365614000000000106e-01
1.568793999999999874e-05,1.195875999999999935e-08,3.846299000000000246e-01
1.354218000000000084e-05,1.157022999999999924e-08,4.327138999999999847e-01
1.688004000000000042e-05,8.986172000000000430e-09,4.808174000000000059e-01
1.242161000000000049e-05,1.202315999999999925e-08,5.288804000000000283e-01
1.535416000000000005e-05,8.129973000000000335e-09,5.769400999999999557e-01
1.492500000000000025e-05,1.029421000000000017e-08,6.250466000000000077e-01
1.389980000000000031e-05,8.594725000000000220e-09,6.731648000000000076e-01
1.435279999999999919e-05,7.382731999999999606e-09,7.212406999999999568e-01
2.219676999999999856e-05,9.951690999999999482e-09,7.693195999999999923e-01
1.790523000000000136e-05,6.842673999999999939e-09,8.173808999999999658e-01
1.244544999999999957e-05,9.779251000000000024e-09,8.654823000000000377e-01
1.685618999999999895e-05,6.716072999999999665e-09,9.135583000000000453e-01
1.811980999999999957e-05,6.581104000000000397e-09,9.616295000000000259e-01
1.513958000000000015e-05,8.582902000000000022e-09,1.009700999999999960e+00
1.304150000000000041e-05,5.211041000000000141e-09,1.057806000000000024e+00
1.645088000000000062e-05,8.988717999999999730e-09,1.105925999999999965e+00
1.332759999999999925e-05,7.001836000000000263e-09,1.153990000000000071e+00
1.888275000000000145e-05,8.782080999999999837e-09,1.202080000000000037e+00
1.823902000000000075e-05,1.509178999999999964e-08,1.250172000000000061e+00
1.492500000000000025e-05,9.138603000000000811e-09,1.298251000000000044e+00
1.833439000000000116e-05,9.207179000000000141e-09,1.346370000000000067e+00
1.356601999999999992e-05,9.209543000000000361e-10,1.394468999999999959e+00
1.599789000000000075e-05,5.597030000000000058e-09,1.442523999999999917e+00
1.595019999999999850e-05,5.914262000000000023e-09,1.490625000000000089e+00
1.742840000000000071e-05,2.337219999999999918e-09,1.538707000000000047e+00
1.900195999999999925e-05,6.233312999999999979e-09,1.586827999999999905e+00
1.573563000000000099e-05,2.765409999999999863e-09,1.634918000000000093e+00
1.559257999999999903e-05,4.360300000000000339e-09,1.682984999999999953e+00
1.695155999999999936e-05,5.723449999999999711e-09,1.731076000000000059e+00
1.864432999999999908e-05,1.700027000000000048e-09,1.779179999999999984e+00
1.401900999999999980e-05,5.664696999999999965e-09,1.827247999999999983e+00
1.571177999999999952e-05,2.136402999999999907e-09,1.875310000000000032e+00
1.866818000000000055e-05,4.650428000000000229e-09,1.923402000000000056e+00
1.542567999999999899e-05,4.005597000000000183e-09,1.971473000000000031e+00
1.366137999999999963e-05,-1.982697999999999919e-11,2.019569999999999865e+00
1.618862000000000087e-05,4.222601999999999684e-09,2.067679000000000045e+00
1.697540000000000014e-05,1.624357999999999893e-10,2.115743999999999847e+00
1.628399000000000128e-05,3.522472999999999857e-09,2.163838999999999846e+00
1.301765000000000063e-05,3.636887000000000120e-09,2.211920999999999804e+00
1.683235000000000156e-05,3.716195000000000008e-10,2.260025999999999868e+00
1.342296999999999966e-05,5.064975999999999984e-09,2.308079000000000214e+00
1.411438000000000021e-05,1.179614999999999964e-09,2.356225999999999932e+00
1.471042999999999936e-05,3.736750000000000357e-09,2.404313000000000144e+00
1.597403999999999927e-05,2.959495999999999930e-09,2.452398000000000078e+00
1.490115999999999948e-05,9.978975000000000688e-10,2.500490000000000101e+00
1.459121999999999987e-05,4.626962999999999628e-09,2.548589000000000215e+00
1.628399000000000128e-05,1.085937000000000000e-10,2.596710999999999991e+00
1.380444000000000060e-05,1.446278000000000080e-09,2.644782999999999884e+00
1.516341999999999923e-05,2.159685999999999980e-09,2.692845999999999851e+00
1.499652999999999989e-05,-7.887138000000000315e-10,2.740953000000000195e+00
1.330376000000000017e-05,1.788975999999999924e-09,2.789064999999999905e+00
1.659392999999999920e-05,-1.234184000000000005e-09,2.837156999999999929e+00
1.776217999999999940e-05,2.150408999999999910e-09,2.885225000000000151e+00
1.399517000000000072e-05,-3.929016999999999813e-10,2.933305999999999969e+00
